1,0,5027250,594,0.1281620677,10,0.5,0
2,0,5044450,853,0.1329459919,10,0.5,0
3,-0.001,5059050,1192,0.1215969438,10,0.5,0
4,0.023002,5073600,880,0.116733066,10,0.5,0
5,0.000998,5090800,1193,0.1232182364,10,0.5,0
6,0.006002,5107250,1262,0.1313246993,10,0.5,0
7,0.076,5124850,1271,0.149969564,10,0.5,0
1,-0.005,5142150,932,0.1576449271,10,0.5,0
2,0,5159450,816,0.1585614674,10,0.5,0
3,-0.0599,5176100,967,0.1622276285,10,0.5,0
4,0.0999,5193400,1047,0.1631441688,10,0.5,0
5,0.0043,5210100,1073,0.1558118466,10,0.5,0
6,-0.0193,5226900,965,0.1429802828,10,0.5,0
7,-0.0076,5244650,900,0.1750786258,10,0.5,0
1,0.0286,5260300,1290,0.1641362117,10,0.5,0
2,0.054,5276000,1815,0.1641362117,10,0.5,0
3,0.340099,5293050,1004,0.1772671087,10,0.5,0
4,0.039901,5310000,918,0.2079058682,10,0.5,0
5,0.04,5327900,857,0.191492247,10,0.5,0
6,-0.02,5346800,842,0.2222861988,10,0.5,0
7,0.2,5365400,1866,0.2442563464,10,0.5,0
1,-0.0101,5384450,1903,0.245548708,10,0.5,0
2,-0.0099,5403950,1978,0.2403792615,10,0.5,0
3,-0.02981,5426100,2062,0.2985355345,10,0.5,0
4,0,5448900,2086,0.3914850549,10,0.5,0
5,-0.095294,5467100,1698,0.3407369922,10,0.5,0
6,-0.085397,5487000,2152,0.3842353317,10,0.5,0
7,0.080401,5509850,1957,0.3878601933,10,0.5,0
1,0.038667,5533500,1964,0.4549201332,10,0.5,0
2,-0.039336,5555400,1932,0.4614827791,10,0.5,0
3,0.000569,5570350,2974,0.467009519,10,0.5,0
4,-0.0106,5589450,2119,0.549910617,10,0.5,0
5,-0.028755,5616200,1918,0.7461098824,10,0.5,0
6,-0.003245,5637600,2530,0.5333303974,10,0.5,0
7,-0.0372,5651450,1491,0.4507191225,10,0.5,0
1,0.0497,5665050,2812,0.5188951243,10,0.5,0
2,-0.0197,5676850,2981,0.4431440112,10,0.5,0
3,-0.01,5689000,3237,0.5529831251,10,0.5,0
4,-0.039383,5702450,2759,0.5226826799,10,0.5,0
5,-0.060617,5714150,2674,0.4734444564,10,0.5,0
6,0.009646,5728200,2301,0.4772320121,12,0.5,0
7,0.100354,5743200,2218,0.575708459,13,0.5,0
1,0.005,5758350,2987,0.4834755024,14,0.5,0
2,-0.0475,5774150,3420,0.5589113964,15,0.5,0
3,-0.0625,5789650,1625,0.5349090665,15,0.5,0
4,0.00497,5808500,1573,0.6000582477,15,0.5,0
5,-0.00017,5826300,1603,0.5726270135,15,0.5,0
6,-0.0898,5845400,2272,0.692638663,15,0.5,0
7,0.0577,5860450,1842,0.6631347158,15,0.5,0
1,-0.0001,5876200,1749,0.6508544433,15,0.5,0
2,0.0134,5892300,1879,0.6303873224,15,0.5,0
3,0.219,5910700,2480,0.8227782585,15,0.5,0
4,0.08999,5925600,2001,0.5526122632,16,0.5,0
5,-0.00499,5942850,2320,0.7286295026,17,0.5,0
6,0.105,5957700,3567,0.6472779341,18,0.5,0
7,0.0079,5973150,1912,0.7574529016,19,0.5,0
1,0.3511,5990300,2100,0.7804060198,19,0.5,0
2,0.152,6007600,2516,0.8630372454,21,0.5,0
3,0.249,6026750,4550,0.8722184927,23,0.5,0
4,0.75,6044800,3474,0.9273059765,25,0.5,0
5,1.39,6063850,4648,1.068539452,27,0.5,0
6,-0.6,6083100,3235,1.128508503,29,1,0
7,0.01,6103800,3399,1.242994872,31,1,0
1,0.2,6124700,3889,1.193929285,33,1,0
2,0.237,6147450,3560,1.357481242,35,1,0
3,2.128,6166800,3272,1.463314603,37,1,0
4,2.385,6185050,4404,1.572867568,40,1,0
5,0.1,6208850,3990,1.784148286,42,1,0
6,-0.16099,6233050,4355,2.034555063,44,1,0
7,-1.04901,6256250,5131,2.196416463,48,1,0
1,-0.7364,6278100,4822,2.584733186,51,1,0
2,0.8464,6304650,5775,3.361366632,55,1,0
3,0.06,6334000,6172,3.543390095,59,1,0
4,1.41,6359800,5491,4.280335327,63,1,0
5,-0.4208,6376200,4725,3.739888948,65,1,0
6,1.0006,6391350,6203,3.242678278,68,1,0
7,1.0702,6409750,7157,4.107392486,73,3,0
1,6.84,6430700,8773,4.669456721,80,3,0
2,1.82,6453600,9808,7.049780324,86,3,0
3,12.6799,6471200,11394,5.160439197,94,3,0
4,3.0901,6493100,11233,6.373001413,103,3,0
5,-10.01,6516600,11668,6.711390869,111,3,0
6,-4,6540100,12602,6.344802292,121,3,0
7,-1.03,6564250,11777,8.762322509,131,3,0
1,-2.76,6583350,12025,8.805916154,140,3,0
2,0.15,6605900,11278,10.11372548,148,3,0
3,-2.3,6630950,11810,11.77028397,155,3,0
4,1.7001,6654850,11134,16.45440492,163,3,0
5,0.75991,6670150,10298,10.62680318,171,3,0
6,0.00999,6685800,10892,10.48968314,180,3,0
7,-0.02,6703700,9885,12.40936371,188,3,0
1,-1.01,6721450,9454,11.99800359,196,1,0
2,-0.64,6737650,9495,11.24384337,202,1,0
3,0.65,6753000,11053,10.6953632,209,1,0
4,-0.85724,6767150,8211,11.42168584,216,1,0
5,0.03724,6782250,8057,11.18859021,222,1,0
